0,1,2,3,4,5,6,7,8,9,10,11
172.6539127330401,133.02589023709234,78.91473507340568,106.22767783326266,60.827601186737695,180.0,100.8,56.0,30.0,30.0,2.7,4.3
180.09840270292804,128.9844090774363,70.81995206831854,99.1781710809921,55.14901081988368,189.99999999999997,121.6,64.0,30.0,30.0,2.7,4.3
146.55286202731435,106.94922492780697,70.49154554573889,118.49057737732609,68.03544905072111,208.0,153.92,74.0,30.0,30.0,2.7,4.3
104.42101053541973,69.57311917713287,65.81908203231035,119.93195107239079,69.94223817599709,200.0,158.0,79.0,30.0,30.0,2.7,4.3
77.74894838951249,53.45698615591268,70.03955936813114,124.68489832953415,71.85640274329685,206.0,160.68,78.0,30.0,30.0,2.7,4.3
191.7815157125,116.21840471186047,53.313263073217456,168.3985755456432,80.42611681147535,225.0,186.75,83.0,30.0,30.0,2.7,4.3
161.99710006477395,104.81246814114496,62.14381395053275,148.20881270361446,75.98125334084197,225.0,191.25,85.0,30.0,30.0,2.7,4.3
141.8520171386572,93.41536474453918,66.37435827118006,131.28487885625768,72.66091062653214,220.0,176.0,80.0,30.0,30.0,2.7,4.3
203.96188193640927,126.48043569476596,58.33942481341351,169.43036753693715,81.32169308617813,226.0,211.31,93.5,30.0,30.0,2.7,4.3
151.60948495373103,99.27158763260026,64.50760502916762,138.0396949882917,73.25750995026027,225.0,187.65,83.4,30.0,30.0,2.7,4.3
212.6625910874903,128.59047702119824,57.445165522118124,175.279645677291,81.14647172818995,228.0,212.04,93.0,30.0,30.0,2.7,4.3
144.7056514534241,106.59331990642671,70.37573207485437,113.97746012448312,68.22368030067291,208.62218881565423,148.53503445738082,71.59706300796935,30.0,30.0,2.7,4.3
128.92453244170707,93.8863442656561,68.8319938242431,113.43820229463749,69.56896267849312,214.99999999999997,162.0,75.34883721,30.0,30.0,2.7,4.3
144.25610864811654,105.47386579222803,71.8841514231386,114.26048632732723,66.27361152022473,207.0,142.83,69.0,30.0,30.0,2.7,4.3
207.20628430694282,123.90906523432297,52.27703203857658,173.1889344520607,81.30048814822352,232.0,211.12,91.0,30.0,30.0,2.7,4.3
200.04360592616788,125.2333905866934,59.81763540136189,168.99970442792915,81.118007470209,220.5760088894079,204.9998806032442,92.68050151387143,30.0,30.0,2.7,4.3
205.1868100258849,183.54702733224678,88.75842327235432,162.64897725478394,85.72543767138657,232.0,206.0,88.8,30.0,30.0,2.7,4.3
208.2135084610387,119.99684863729526,49.67586338217009,174.2807427230895,81.60313518114899,232.0,202.304,87.2,30.0,30.0,2.7,4.3
159.96551322905617,115.64093011387418,70.80424455970645,108.61745715241062,62.70559191645366,192.5,127.04999999999998,66.0,30.0,30.0,2.7,4.3
229.3932938507259,117.27002924770194,34.92326282776595,187.08469798400156,80.97907038186783,228.0,202.92,89.0,30.0,30.0,2.7,4.3
182.1,180.19463045242657,93.3557072375047,175.7265,96.5,223.21306132533635,195.39169281362064,86.37010723323188,26.414035611271782,26.414026987698847,2.9738805412190032,4.244037561649889
176.3,129.06116008760353,70.76471043683324,93.1,52.80771412,189.3747965645975,128.08326443019365,67.24843176898483,32.58395133794424,33.02927311476679,2.782996333474904,4.304902421493393
184.2,147.09036570268523,79.52081683324967,125.8,68.29533116,185.13325331548126,134.6005239251602,73.05018917361907,29.907668265735577,29.902488023735252,2.9020693693791015,4.299999999999988
182.0,127.0,69.78021978,82.73508884413029,45.94015241462264,200.1961768892216,145.5688929271518,72.45658278793123,44.82671770379364,45.03864542946616,3.0,4.3
204.0,191.0,93.62745098,170.1179605851523,87.70634693285997,228.41326249306738,197.04461837804936,86.55104706008066,29.760950733694447,29.76095336323766,3.0,4.3
188.0,151.0,80.31914894,152.54976860548354,81.92360183488462,173.63236643507656,164.63838508127932,93.19385268440432,2.271677868386063,2.2739797813063634,3.0,4.3
194.0,175.0,90.20618557,163.21997268780555,87.76253334656242,219.34841444743302,189.84842316596382,87.57017948695895,26.153927590108164,26.154082197229425,3.0,4.3
149.96358766088687,99.18519092447279,64.59927879978868,139.45496840330756,74.0338783279058,233.0,171.7,73.69098712,30.039529394707806,30.037957536582933,2.7,4.3
203.12897436367632,179.0472769214129,88.53166192264305,163.2888582620204,85.98752953427577,228.0,205.9,90.30701754,29.20370844319859,29.2033910083318,2.7,4.3
207.90085551538562,132.16444349698457,61.97011360308831,172.94183734913764,81.20987430849067,219.0,204.7,93.47031963,28.109618617196695,28.109599943511647,2.7,4.3
192.2174050617983,168.45391361573255,85.53472100796118,137.46581666038335,71.31150731452456,204.8,195.6,95.5078125,45.57929419292837,48.69568159455815,2.7,4.3
195.0,163.8,84.0,150.51821843261763,82.43211274231858,175.8324157499696,174.45494926748245,95.49071810116087,10.421019677720993,10.423492445899416,2.8,4.6
193.0,135.0,69.94818653,105.5754891025806,55.888008401391424,206.35194043761638,161.32832133316035,78.89853502598399,44.65990815092202,46.791760739073894,2.8,4.6
194.0,164.9,85.0,151.12692833930336,82.61827966364913,175.55991929412434,168.31485216111744,93.83625795715069,10.967810509509214,10.974327680396488,2.8,4.5
193.0,174.1,90.20725389,140.76222262993662,75.54350386771678,194.16910304898417,158.1572508825257,82.50373950909768,23.285469306646927,23.28617396828417,2.8,4.5
191.7,176.5,92.07094418,137.1812932349201,72.50852815310294,209.81938998590846,184.63520108583825,88.14757478787374,40.6311455729996,50.03593479196573,2.8,4.5
189.3,173.6,91.70628632,138.13163589136687,72.8655606593729,209.73883425222348,184.26567274781056,88.07836892283335,41.84623683516199,49.419979295141665,2.8,4.5
185.9,169.7,91.28563744,150.33262286392343,81.47060063721159,181.99469057698136,171.93250144951196,93.63226662588912,16.639622281930276,16.641742204811518,2.8,4.5
181.75,163.39502169100928,88.09388502656937,128.58,70.74552957,212.34958995614707,184.01460650675745,88.45863751304456,39.5119160669578,50.57643976736232,2.75,4.2
170.0,162.9322849423761,90.99851367257541,140.09,82.40588235,176.15843768830536,173.66782628842472,95.3734243821502,17.54524904191753,17.546185794234255,2.75,4.2
179.8,153.50754950748464,89.00253514478356,141.3,78.58731924,185.6410370762083,161.31243764332606,87.2844829296629,27.14252234969539,27.142982130581647,2.75,4.2
175.91,170.57934168008208,97.90705518277989,160.42,91.19436075,184.74733180699766,173.57720426046694,93.76082046750706,20.340411423249265,20.34151047387472,2.75,4.2
182.54339097010637,145.68982365817115,79.29874264262877,120.88450084479307,69.34094574307606,189.0,126.69999999999999,67.03703704,25.189373768362167,25.19065522102643,3.0,4.5
184.51299398424075,156.70237965294928,87.01495568967532,151.4989000759415,83.35252158475362,165.9309564875376,155.17115612943013,92.29047011480334,-5.682063966422471,-5.680572911290971,3.0,4.5
190.2409386863824,165.5237021223144,89.26808301752578,144.80975122341746,80.25914940575795,210.9,170.9,81.03366524,25.71147634820285,25.711266071353336,3.0,4.5
199.55481688987473,136.85292287696066,69.05205243521318,109.90088350096086,57.51505470009347,207.68492380194257,163.26606331199858,78.90046299428823,49.43303968868156,49.89974281097482,3.0,4.5
187.88346318458613,161.80592683610288,88.00720647062694,150.893105669978,82.35184608398666,185.32590086389104,173.35353094755553,93.3407685788543,11.60480643986872,11.60712389964243,3.0,4.5
177.71110928591244,171.07939923689156,95.49055317196692,152.05683290600197,85.81944070857102,192.0,168.6,87.8125,19.555035821326097,19.5567050245807,2.8,4.3
182.5305842325195,159.47811415761237,86.73894040397997,152.48200488475027,82.3938376374885,183.0,178.0,97.26775956,-7.909392928067481,-7.907865866513835,2.8,4.3
178.53622411196758,163.99419778196508,93.00595987572561,145.57276753600664,83.47478090625142,182.0,181.0,99.45054945,20.734390238054154,20.734988588219906,2.8,4.3
189.31038824393482,162.9423425140222,87.19623864071276,154.7020082600602,83.25350364171,177.0,176.0,99.43502825,23.492767517170652,23.493476030983203,2.8,4.3
189.08639168149222,161.0006378810313,86.99672192798946,150.65311857202255,82.5249582165006,173.0,172.0,99.42196532,8.248252272672085,8.250447774642566,2.8,4.3
182.0,144.3,79.28571429,122.15213504769626,67.58668347683376,185.7,143.6,77.32902531,29.71879536348547,29.663744853658887,3.0,4.3
178.0,155.9,87.58426966,150.70876477459353,82.63218205822277,179.6,159.5,88.80846325,5.323689419083371,5.326950476578665,3.0,4.3
169.0,152.3,90.1183432,142.28755243661183,78.51322447782252,171.9,162.3,94.41535777,27.19506595822413,27.190705888487667,3.0,4.3
159.0,140.0,88.05031447,156.8945103598028,84.1074380750728,164.8,157.1,95.3276699,7.436429041238857,7.438477597700982,3.0,4.3
