0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
90.0,5.0,5.0,92.53125,102,,12.0,24.305,12.0,1.31,3.0,737.7,0.0,145.0,72.0,2.0,480.0,3.0,800.0,12.0,2,,2.8755,14.203,1.6464383009999999,101.70386620000001,,,
90.0,5.0,5.0,92.53125,102,,12.0,24.305,12.0,1.31,3.0,737.7,0.0,145.0,72.0,2.0,480.0,3.0,750.0,12.0,2,,2.8747,14.202,1.6467805340000001,101.6401267,,,
90.0,5.0,5.0,92.53125,102,,12.0,24.305,12.0,1.31,3.0,737.7,0.0,145.0,72.0,2.0,480.0,3.0,800.0,12.0,2,,2.8749,14.200999999999999,1.646550025,101.6471122,,,
90.0,5.0,5.0,92.53125,102,,12.0,24.305,12.0,1.31,3.0,737.7,0.0,145.0,72.0,2.0,480.0,3.0,750.0,12.0,2,,2.8766,14.206,1.6461563419999998,101.8031917,,,
80.0,10.0,10.0,92.3555,105,0.1,5.0,10.81,5.0,2.04,2.0,800.6,26.7,87.0,27.0,3.0,650.0,5.0,800.0,10.0,1.5,,2.8708,14.1982,1.648576471,101.33740909999999,1.6121,,
80.0,10.0,10.0,92.3555,105,0.2,5.0,10.81,5.0,2.04,2.0,800.6,26.7,87.0,27.0,3.0,650.0,5.0,800.0,10.0,1.5,,2.8721,14.2029,1.648375753,101.4627841,1.7181,,
80.0,10.0,10.0,92.3555,105,0.3,5.0,10.81,5.0,2.04,2.0,800.6,26.7,87.0,27.0,3.0,650.0,5.0,800.0,10.0,1.5,,2.8732,14.2088,1.648429161,101.58269920000001,1.6987,,
80.0,10.0,10.0,92.3555,105,,,,,,,,,,,,650.0,5.0,800.0,10.0,1.5,,2.8701,14.1966,1.648792725,101.2765818,1.5249,,
80.0,10.0,10.0,92.3555,105,0.1,5.0,10.81,5.0,2.04,2.0,800.6,26.7,87.0,27.0,3.0,650.0,5.0,800.0,10.0,1.5,,2.8708,14.1982,1.648576471,101.33740909999999,1.6121,,
80.0,10.0,10.0,92.3555,105,0.2,5.0,10.81,5.0,2.04,2.0,800.6,26.7,87.0,27.0,3.0,650.0,5.0,800.0,10.0,1.5,,2.8721,14.2029,1.648375753,101.4627841,1.7181,,
80.0,10.0,10.0,92.3555,105,0.3,5.0,10.81,5.0,2.04,2.0,800.6,26.7,87.0,27.0,3.0,650.0,5.0,800.0,10.0,1.5,,2.8732,14.2088,1.648429161,101.58269920000001,1.6987,,
80.0,10.0,10.0,92.3555,105,,,,,,,,,,,,650.0,5.0,800.0,10.0,1.5,,2.8701,14.1966,1.648792725,101.2765818,1.5249,,
83.0,7.0,10.0,92.46815,105,,,,,,,,,,,,,,800.0,15.0,,,,,,,,,
83.0,7.0,10.0,92.46815,105,,,,,,,,,,,,,,800.0,15.0,,,,,,,,,
83.0,7.0,10.0,92.46815,105,,,,,,,,,,,,,,800.0,15.0,,,,,,,,,
83.0,7.0,10.0,92.46815,105,,,,,,,,,,,,,,800.0,15.0,,,,,,,,,
83.0,7.0,10.0,92.46815,105,0.6,74.0,183.84,74.0,2.36,5.0,770.0,78.6,139.0,66.0,6.0,,,800.0,15.0,,,,,,,,,
83.0,7.0,10.0,92.46815,105,0.6,5.0,10.81,5.0,2.04,2.0,800.6,26.7,87.0,27.0,3.0,,,800.0,15.0,,,,,,,,,
90.0,5.0,5.0,92.53125,105,,,,,,,,,,,,,,,,,,,,,,,,
90.0,5.0,5.0,92.53125,105,,,,,,,,,,,,500.0,10.0,730.0,15.0,,,,,,,,,
90.0,5.0,5.0,92.53125,105,,,,,,,,,,,,500.0,10.0,750.0,15.0,,,,,,,,,
90.0,5.0,5.0,92.53125,105,,,,,,,,,,,,500.0,10.0,770.0,15.0,,,,,,,,,
90.0,5.0,5.0,92.53125,105,,,,,,,,,,,,500.0,10.0,730.0,15.0,,,,,,,,,
90.0,5.0,5.0,92.53125,105,,,,,,,,,,,,500.0,10.0,730.0,15.0,,,,,,,,,
90.0,5.0,5.0,92.53125,105,,,,,,,,,,,,500.0,10.0,730.0,15.0,,,,,,,,,
90.0,0.0,10.0,92.73100000000001,101,,,,,,,,,,,,500.0,5.0,730.0,10.0,,,2.87051,14.178679999999998,1.646476294,101.1776437,2.3,700.0,2.0
90.0,0.0,10.0,92.73100000000001,101,1.0,13.0,26.982,13.0,1.61,1.0,577.5,41.8,118.0,53.0,3.0,500.0,5.0,730.0,10.0,,,2.86937,14.18335,1.64767295,101.1305941,2.35,700.0,2.0
90.0,0.0,10.0,92.73100000000001,101,1.0,12.0,24.305,12.0,1.31,3.0,737.7,0.0,145.0,72.0,2.0,500.0,5.0,730.0,10.0,,,2.87034,14.184820000000002,1.647286849,101.2094692,2.35,700.0,2.0
90.0,0.0,10.0,92.73100000000001,101,1.0,22.0,47.867,22.0,1.54,5.0,658.8,7.6,147.0,74.0,3.0,500.0,5.0,730.0,10.0,,,2.87047,14.190170000000002,1.647833514,101.25681309999999,2.4,400.0,3.0
90.0,0.0,10.0,92.73100000000001,101,1.0,73.0,180.94788,73.0,1.5,2.0,761.0,31.0,146.0,72.0,5.0,500.0,5.0,730.0,10.0,,,2.87259,14.189279999999998,1.6465141209999998,101.4000757,2.05,250.0,7.5
90.0,0.0,10.0,92.73100000000001,101,1.0,42.0,95.95,42.0,2.16,7.0,684.3,72.1,139.0,69.0,6.0,500.0,5.0,730.0,10.0,,,2.87348,14.19297,1.6464322009999999,101.48930390000001,2.05,250.0,7.5
90.0,0.0,10.0,92.73100000000001,101,,,,,,,,,,,,500.0,5.0,730.0,10.0,,,2.87051,14.178679999999998,1.646476294,101.1776437,2.3,700.0,2.0
90.0,0.0,10.0,92.73100000000001,101,1.0,13.0,26.982,13.0,1.61,1.0,577.5,41.8,118.0,53.0,3.0,500.0,5.0,730.0,10.0,,,2.86937,14.18335,1.64767295,101.1305941,2.35,700.0,2.0
90.0,0.0,10.0,92.73100000000001,101,1.0,12.0,24.305,12.0,1.31,3.0,737.7,0.0,145.0,72.0,2.0,500.0,5.0,730.0,10.0,,,2.87034,14.184820000000002,1.647286849,101.2094692,2.35,700.0,2.0
