0,1,2,3,4,5,6,7
90.0,5.0,5.0,101.0,0.0,0.0,750.0,28.0
90.0,5.0,5.0,101.0,0.0,1.0,750.0,28.0
90.0,5.0,5.0,101.0,0.0,2.0,750.0,28.0
90.0,5.0,5.0,101.0,0.0,3.0,750.0,28.0
90.0,5.0,5.0,101.0,0.0,5.0,750.0,28.0
90.0,10.0,0.0,103.0,24.0,1.0,800.0,12.0
90.0,10.0,0.0,103.0,24.0,2.0,800.0,12.0
90.0,10.0,0.0,103.0,24.0,5.0,800.0,12.0
90.0,10.0,0.0,103.0,29.0,1.0,800.0,12.0
90.0,10.0,0.0,103.0,29.0,2.0,800.0,12.0
90.0,10.0,0.0,103.0,29.0,5.0,800.0,12.0
90.0,10.0,0.0,103.0,11.0,1.0,800.0,12.0
90.0,10.0,0.0,103.0,11.0,2.0,800.0,12.0
90.0,10.0,0.0,103.0,11.0,5.0,800.0,12.0
95.0,5.0,0.0,105.0,0.0,1.0,730.0,16.0
95.0,5.0,0.0,105.0,0.0,3.0,730.0,16.0
95.0,5.0,0.0,105.0,0.0,5.0,730.0,16.0
90.0,5.0,5.0,101.0,20.0,0.0,750.0,10.0
90.0,5.0,5.0,101.0,20.0,0.0,750.0,10.0
90.0,0.0,10.0,101.0,0.0,1.0,730.0,10.0
96.0,0.0,4.0,101.0,0.0,1.0,700.0,10.0
100.0,0.0,0.0,101.0,26.0,1.0,770.0,10.0
100.0,0.0,0.0,101.0,26.0,1.0,790.0,10.0
100.0,0.0,0.0,101.0,26.0,2.0,810.0,10.0
100.0,0.0,0.0,101.0,29.0,0.0,650.0,10.0
96.0,0.0,4.0,101.0,0.0,1.0,700.0,10.0
96.0,0.0,4.0,101.0,14.0,0.0,700.0,10.0
96.0,0.0,4.0,101.0,14.0,1.0,700.0,10.0
96.0,0.0,4.0,101.0,14.0,1.0,700.0,10.0
96.0,0.0,4.0,101.0,14.0,2.0,700.0,10.0
92.0,4.0,4.0,101.0,0.0,1.0,750.0,10.0
92.0,4.0,4.0,101.0,0.0,3.0,750.0,10.0
92.0,4.0,4.0,101.0,0.0,5.0,750.0,10.0
81.5,0.0,15.0,105.0,0.0,3.0,750.0,15.0
80.0,0.0,15.0,115.0,0.0,5.0,720.0,15.0
