0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
80.0,10.0,10.0,92.3555,110.0,3.0,38.99999999999999,88.90585,38.99999999999999,1.22,1.0,600.0,29.6,212.0,90.0,3.0,470.00000000000006,6.0,780.0,15.0,1.4521414308191396,4.273298806606134
80.0,10.0,10.0,92.3555,110.0,4.0,38.99999999999999,88.90585,38.99999999999999,1.22,1.0,600.0,29.6,212.0,90.0,3.0,470.00000000000006,6.0,780.0,15.0,1.4337705545658765,4.299985362923456
80.0,10.0,10.0,92.3555,105.0,1.3297445482169077,55.29288287523507,133.3385299763403,55.2928828718618,1.1894336363351385,4.462711939598902,596.2528260695194,27.23542509707546,193.1930395809133,100.73908842332263,3.1683182527118685,480.0,6.0,750.0,16.0,1.3936639996281843,4.151410327425783
80.0,10.0,10.0,92.3555,105.0,9.241592134012459,16.02911225236383,34.316189166308156,16.029112252453903,0.996083397226153,1.4632538653505405,503.6135629832126,45.49004777172004,191.13232146386108,106.03677648071641,1.5273428570538647,480.0,6.0,750.0,16.0,1.467960647001244,4.752927614018742
80.0,10.0,10.0,92.3555,105.0,5.113665290144974,25.14095827202332,55.63060154864429,25.140958270840265,1.1431220121851833,1.7920449067170183,544.7708907152586,32.53257566062462,187.31904863427795,101.84649792027513,2.4391537477557597,480.0,6.0,750.0,16.0,1.45704742666565,4.612028644924203
80.0,10.0,10.0,92.3555,105.0,3.310689766255588,31.454468540505065,70.96416997582695,31.454468540222738,1.283596003861572,1.7470069786976556,605.6394003520842,33.286184200086915,186.8748680456617,93.55507539908048,2.9733389482653014,480.0,6.0,750.0,16.0,1.450314683221104,4.419791536656048
90.0,0.0,10.0,92.73100000000001,101.0,2.4554322532365767,7.91429869187548,15.803038650626085,7.914298708141004,1.8750312308280315,1.5795538425528517,701.0518887037184,27.19333327749222,100.33651733260021,37.34094306943668,2.998341636875316,547.7151553918588,5.162675469082339,600.0,10.0,1.470665848095136,2.0
90.0,0.0,10.0,92.73100000000001,101.0,2.0,13.0,26.981999999999996,13.0,1.61,1.0,577.5,41.8,118.0,53.0,3.0,589.4661206436236,5.31882604313843,600.0,10.0,1.4705161723724736,2.0
90.0,0.0,10.0,92.73100000000001,101.0,4.0,13.0,26.981999999999996,13.0,1.61,1.0,577.5,41.8,118.0,53.0,3.0,502.0780176699346,5.502550036475476,600.0,10.0,1.529668228675665,2.0
90.0,0.0,10.0,92.73100000000001,101.0,6.0,13.0,26.981999999999996,13.0,1.61,1.0,577.5,41.8,118.0,53.0,3.0,499.778714057558,5.621254310536333,600.0,10.0,1.4661198294654734,2.0
90.0,0.0,10.0,92.73100000000001,101.0,2.0,13.0,26.981999999999996,13.0,1.61,1.0,577.5,41.8,118.0,53.0,3.0,486.46860932718533,5.474897604758343,720.0,10.0,1.4629649942864626,2.0
90.0,0.0,10.0,92.73100000000001,101.0,4.0,13.0,26.981999999999996,13.0,1.61,1.0,577.5,41.8,118.0,53.0,3.0,504.03302629797105,5.435498959657864,720.0,10.0,1.4619200195398043,2.0
94.0,4.0,2.0,92.5616,101.0,2.8286144682611036,23.32982021891539,52.01638210925023,23.329820219641086,2.825626864223272,1.5884596403379927,1151.9510215623682,219.4780338807829,107.23893316745944,115.82450245503506,3.188196274683509,488.40056616833556,4.970188890580769,680.0,10.0,1.4288314091127479,2.4353344549591913
94.0,4.0,2.0,92.5616,101.0,3.8796857419288693,22.938966395147705,51.24577740355956,22.938966395539893,3.005078578225158,1.7506240914002047,1214.979238539621,265.86687519483826,104.48382960271923,142.00379377740046,4.022135984220397,471.3153207947372,5.2340437726885325,700.0,10.0,1.3875166724758659,2.137142215629037
94.0,4.0,2.0,92.5616,101.0,0.9414568276744177,13.761041177114633,28.29458586900463,13.76104117436006,1.3805501220321146,3.127188787121012,744.530736363476,2.60270555546234,141.64442106729288,69.89767083608908,2.127675159847959,486.1958021290365,4.444932669621473,730.0,10.0,1.8635221804793822,2.5440123809426263
94.0,4.0,2.0,92.5616,101.0,1.0282946789418117,39.05636846060876,88.87729865731008,39.0563684610999,1.7489589562382575,1.2751653343370104,703.8031246853969,93.4609491511568,139.15576978178208,77.2946902867471,4.620262283753213,497.4588533159422,6.750585431912186,750.0,10.0,1.3809231615059674,3.029158940389895
94.0,4.0,2.0,92.5616,101.0,4.628321715450883,19.25938076934327,41.39355961996596,19.25938076952104,3.1338984182408294,1.9554316805752092,1251.1355174862617,301.3966830190927,99.23625353760107,159.16279417263695,4.880674338500664,450.92612756739993,5.006457252969675,780.0,10.0,1.4044238309588486,2.0102628426786637
94.0,4.0,2.0,92.5616,101.0,1.0,73.0,180.94788,73.0,1.5,2.0,761.0,31.0,146.0,72.0,5.0,503.5692608530278,5.029281610224019,680.0,10.0,1.3715837873157868,2.964424791384705
94.0,4.0,2.0,92.5616,101.0,1.0,73.0,180.94788,73.0,1.5,2.0,761.0,31.0,146.0,72.0,5.0,495.0358688698663,5.091664446321712,700.0,10.0,1.380093583997555,2.9627308173913782
94.0,4.0,2.0,92.5616,101.0,1.0,73.0,180.94788,73.0,1.5,2.0,761.0,31.0,146.0,72.0,5.0,492.3390304614014,5.043961869087203,730.0,10.0,1.4097150660818454,2.816511046742529
94.0,4.0,2.0,92.5616,101.0,1.0,73.0,180.94788,73.0,1.5,2.0,761.0,31.0,146.0,72.0,5.0,501.31117473903487,5.015659621416694,750.0,10.0,1.4062619159519758,2.912981064827775
94.0,4.0,2.0,92.5616,101.0,1.0,73.0,180.94788,73.0,1.5,2.0,761.0,31.0,146.0,72.0,5.0,498.0133905168996,5.008940832565856,780.0,10.0,1.39222546240844,2.8824566398098996
100.0,0.0,0.0,92.70700000000001,101.0,1.048203713344025,33.56512583298482,75.78363008748778,33.56512583332566,1.883576312022152,1.4921148042148666,734.4821217710469,109.48255213513198,140.23520241282972,77.69853646532617,3.6331638639431714,499.5869031585012,5.437532693856834,650.0,10.0,1.403725394255714,3.1225922689447487
100.0,0.0,0.0,92.70700000000001,101.0,3.5610153136221614,17.10857824216883,37.606224169203166,17.10857824251201,3.2856764422237257,1.38270927496614,1354.3601268207585,261.7420720048438,88.22474295550225,127.92134422173916,2.6035278428821313,499.06350441162544,5.983307715128784,680.0,10.0,1.4227679817664758,2.205115183510484
100.0,0.0,0.0,92.70700000000001,101.0,1.9128267782222155,29.24887440460002,65.62517573806836,29.248874404602436,2.190693116980895,1.6689331635650806,871.8513693960155,147.97422988811888,127.95520168729344,90.18890237087288,3.288231322471044,473.7560932605194,4.496061538912647,700.0,10.0,1.411845573110317,2.5447985245851634
100.0,0.0,0.0,92.70700000000001,101.0,2.5045868068667905,25.457310478687297,57.027736294108344,25.457310478532307,2.5952090462802087,1.6054972528275353,1046.731659393748,193.08230956643033,114.22484810844286,109.63071402478798,3.4045880643349324,491.96394534156445,4.928539853463121,730.0,10.0,1.4064384791418019,2.536586612011942
100.0,0.0,0.0,92.70700000000001,101.0,3.5426040599976414,15.50508291360112,33.83321593516868,15.50508291383547,3.4269383235771658,1.2688875787676996,1422.913592673581,276.62413084319957,83.33534968415549,128.8363983603768,2.2565681878882797,507.2019977476318,6.088499051756612,750.0,10.0,1.3904155126682438,2.192647927902429
100.0,0.0,0.0,92.70700000000001,101.0,3.8160734032518846,20.01745503110278,43.848005454449876,20.017455031528268,3.07474808097019,1.4993906097300829,1250.0189360567074,251.59513722975277,94.79831802313278,133.52249107042405,3.7202296623442344,474.22888731862474,5.34589309588754,770.0,10.0,1.3897779603829417,2.1423194915521346
100.0,0.0,0.0,92.70700000000001,101.0,2.455525310086341,26.33181591888129,58.61288938406516,26.331815919608232,2.4059199807391742,1.6287353372765767,963.175862303077,165.61956659167157,116.44293120278594,101.26890204702035,3.376954921896782,490.6392499734446,4.9412137338256095,800.0,10.0,1.4361986776938374,2.4775140436192973
100.0,0.0,0.0,92.70700000000001,101.0,0.5,13.0,26.981999999999996,13.0,1.61,1.0,577.5,41.8,118.0,53.0,3.0,510.10975921286575,9.046470986303515,650.0,10.0,1.4421862045520148,2.3637405182724267
100.0,0.0,0.0,92.70700000000001,101.0,0.5,13.0,26.981999999999996,13.0,1.61,1.0,577.5,41.8,118.0,53.0,3.0,563.8923760667609,8.482969408019496,680.0,10.0,1.3542244599303446,2.8534343883064386
100.0,0.0,0.0,92.70700000000001,101.0,0.5,13.0,26.981999999999996,13.0,1.61,1.0,577.5,41.8,118.0,53.0,3.0,509.65092337254174,7.352989914103375,700.0,10.0,1.4685648341965194,2.0727042221177565
100.0,0.0,0.0,92.70700000000001,101.0,0.5,13.0,26.981999999999996,13.0,1.61,1.0,577.5,41.8,118.0,53.0,3.0,509.9773277727424,8.674430292268125,730.0,10.0,1.442423235366533,2.293365217639585
100.0,0.0,0.0,92.70700000000001,101.0,0.5,13.0,26.981999999999996,13.0,1.61,1.0,577.5,41.8,118.0,53.0,3.0,501.886847295636,7.561223151410775,750.0,10.0,1.447088569680247,2.1587736180087718
100.0,0.0,0.0,92.70700000000001,101.0,0.5,13.0,26.981999999999996,13.0,1.61,1.0,577.5,41.8,118.0,53.0,3.0,506.6872740285746,7.154399303604626,770.0,10.0,1.4552481325570212,2.2630704417356147
100.0,0.0,0.0,92.70700000000001,101.0,0.5,13.0,26.981999999999996,13.0,1.61,1.0,577.5,41.8,118.0,53.0,3.0,500.7643057814198,7.242057784086946,800.0,10.0,1.4458779938844206,2.121180629441514
100.0,0.0,0.0,92.70700000000001,101.0,0.5,41.0,92.90638,41.0,1.6,1.0,652.1,87.99999999999999,146.0,72.0,5.0,500.4570887309154,8.318108784591166,650.0,10.0,1.3412301143137153,2.9207697925574037
100.0,0.0,0.0,92.70700000000001,101.0,0.5,41.0,92.90638,41.0,1.6,1.0,652.1,87.99999999999999,146.0,72.0,5.0,504.0275849385689,7.176696170584306,680.0,10.0,1.3652438133246356,2.9204074390134354
100.0,0.0,0.0,92.70700000000001,101.0,0.5,41.0,92.90638,41.0,1.6,1.0,652.1,87.99999999999999,146.0,72.0,5.0,495.0999443818962,7.857673639759449,700.0,10.0,1.367746025909355,2.9506837904179157
100.0,0.0,0.0,92.70700000000001,101.0,0.5,41.0,92.90638,41.0,1.6,1.0,652.1,87.99999999999999,146.0,72.0,5.0,508.7952815814613,7.958353266081539,730.0,10.0,1.3439333039705248,2.7109369722798045
100.0,0.0,0.0,92.70700000000001,101.0,0.5,41.0,92.90638,41.0,1.6,1.0,652.1,87.99999999999999,146.0,72.0,5.0,476.9481870229253,8.123233547234697,750.0,10.0,1.3651821046612653,2.9234496736819073
100.0,0.0,0.0,92.70700000000001,101.0,0.5,41.0,92.90638,41.0,1.6,1.0,652.1,87.99999999999999,146.0,72.0,5.0,510.19501867868496,7.324746180844093,770.0,10.0,1.3924172300443065,2.9174776310747266
100.0,0.0,0.0,92.70700000000001,101.0,0.5,41.0,92.90638,41.0,1.6,1.0,652.1,87.99999999999999,146.0,72.0,5.0,497.12280480658904,7.633034231860127,800.0,10.0,1.3566288876472785,2.568547697409418
100.0,0.0,0.0,92.70700000000001,101.0,0.5,73.0,180.94788,73.0,1.5,2.0,761.0,31.0,146.0,72.0,5.0,520.1938537076375,4.86153450430559,650.0,10.0,1.3879775175499487,2.9855769108344066
100.0,0.0,0.0,92.70700000000001,101.0,0.5,73.0,180.94788,73.0,1.5,2.0,761.0,31.0,146.0,72.0,5.0,497.12107276154785,5.031707276534481,680.0,10.0,1.3700059168120966,3.039922653955231
100.0,0.0,0.0,92.70700000000001,101.0,0.5,73.0,180.94788,73.0,1.5,2.0,761.0,31.0,146.0,72.0,5.0,524.3224637044193,4.858996136616051,700.0,10.0,1.3793816539723536,2.7988347005668817
100.0,0.0,0.0,92.70700000000001,101.0,0.5,73.0,180.94788,73.0,1.5,2.0,761.0,31.0,146.0,72.0,5.0,488.1117604697412,5.2760237843188875,730.0,10.0,1.3008071522268596,2.672161964553786
100.0,0.0,0.0,92.70700000000001,101.0,0.5,73.0,180.94788,73.0,1.5,2.0,761.0,31.0,146.0,72.0,5.0,499.1835464994374,5.021605500020369,750.0,10.0,1.3709687744879815,2.746629516532493
100.0,0.0,0.0,92.70700000000001,101.0,0.5,73.0,180.94788,73.0,1.5,2.0,761.0,31.0,146.0,72.0,5.0,492.53658070280994,5.036451053045267,770.0,10.0,1.3627859055092193,2.7710667804817275
100.0,0.0,0.0,92.70700000000001,101.0,0.5,73.0,180.94788,73.0,1.5,2.0,761.0,31.0,146.0,72.0,5.0,518.3972969611733,4.810959660861411,800.0,10.0,1.3863056184017426,2.9540325621567693
100.0,0.0,0.0,92.70700000000001,101.0,0.5,42.0,95.95000000000002,42.0,2.16,7.0,684.3,72.1,139.0,69.0,6.0,499.42195734873764,4.574477428742383,650.0,10.0,1.4860574123340868,2.008849749613292
100.0,0.0,0.0,92.70700000000001,101.0,0.5,42.0,95.95000000000002,42.0,2.16,7.0,684.3,72.1,139.0,69.0,6.0,462.08036427740905,4.306170059264337,680.0,10.0,1.4805381679458303,2.5364762798140217
100.0,0.0,0.0,92.70700000000001,101.0,0.5,42.0,95.95000000000002,42.0,2.16,7.0,684.3,72.1,139.0,69.0,6.0,468.58511313910924,4.289006201363265,700.0,10.0,1.4762029791016849,2.477457291017027
100.0,0.0,0.0,92.70700000000001,101.0,0.5,42.0,95.95000000000002,42.0,2.16,7.0,684.3,72.1,139.0,69.0,6.0,489.2444382526257,4.644042071500739,730.0,10.0,1.4800983848439053,2.3485275473609395
100.0,0.0,0.0,92.70700000000001,101.0,0.5,42.0,95.95000000000002,42.0,2.16,7.0,684.3,72.1,139.0,69.0,6.0,481.7747291198666,4.777463901983577,750.0,10.0,1.5113570784212358,2.150805250547888
100.0,0.0,0.0,92.70700000000001,101.0,0.5,42.0,95.95000000000002,42.0,2.16,7.0,684.3,72.1,139.0,69.0,6.0,496.1768311981008,4.832880974313657,770.0,10.0,1.478230873947714,2.0222598012559665
100.0,0.0,0.0,92.70700000000001,101.0,0.5,42.0,95.95000000000002,42.0,2.16,7.0,684.3,72.1,139.0,69.0,6.0,498.5202339849337,4.709437699227097,800.0,10.0,1.4814955030808985,2.0337588800630773
80.0,10.0,10.0,92.3555,102.0,0.9059634265298276,12.000021464370395,24.30840538098447,12.000021458836196,1.352451256564139,3.000000027682383,725.3431339784212,3.682065114997754,148.18793742117123,74.55493121462875,2.0000047521190725,480.0,3.0,800.0,12.0,2.0,2.5523214897456903
90.0,5.0,5.0,92.53125,102.0,0.6772215329006798,12.14644897805235,24.578256421258786,12.146448982761607,1.3073132656101207,3.0235331831783343,737.6930649235483,-0.19114152253148028,145.06300468383037,72.0006125014399,2.008830638089373,480.0,3.0,750.0,12.0,2.0,2.418415012437509
90.0,5.0,5.0,92.53125,102.0,1.1218804315644688,12.0,24.304999999999996,12.0,1.31,3.0,737.7,0.0,145.0,72.0,2.0,480.0,3.0,800.0,12.0,2.0,2.5599224293824543
90.0,5.0,5.0,92.53125,102.0,0.9105743698405929,12.0,24.304999999999996,12.0,1.31,3.0,737.7,0.0,145.0,72.0,2.0,480.0,3.0,750.0,12.0,2.0,2.5078875073601687
90.0,5.0,5.0,92.53125,102.0,1.3921868656757346,12.0,24.304999999999996,12.0,1.31,3.0,737.7,0.0,145.0,72.0,2.0,480.0,3.0,800.0,12.0,2.0,2.6170855091844176
90.0,5.0,5.0,92.53125,102.0,0.7318716735787533,12.0,24.304999999999996,12.0,1.31,3.0,737.7,0.0,145.0,72.0,2.0,480.0,3.0,750.0,12.0,2.0,2.5297449939472267
80.0,10.0,10.0,92.3555,105.0,0.1,5.0,10.81,5.0,2.04,2.0,800.6,26.7,87.0,27.0,3.0,650.0,5.0,800.0,10.0,1.5,3.77459715652771
80.0,10.0,10.0,92.3555,105.0,0.2,5.0,10.81,5.0,2.04,2.0,800.6,26.7,87.0,27.0,3.0,650.0,5.0,800.0,10.0,1.5,3.741965958253477
80.0,10.0,10.0,92.3555,105.0,0.3,5.0,10.81,5.0,2.04,2.0,800.6,26.7,87.0,27.0,3.0,650.0,5.0,800.0,10.0,1.5,3.8374715065257465
