0,1,2,3,4,5,6
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2.8726,14.1896,1.646545522,101.4030685,,,
,,,,,,
,,,,,,
,,,,,,
2.87506,14.19356,1.645595802,101.6051671,,,
2.87508,14.1994,1.646261437,101.6483872,,,
2.8752,14.20203,1.646497635,101.6757014,,,
2.87532,14.20213,1.646440512,101.6849047,,,
2.8761,14.20504,1.646331259,101.7609275,,,
2.875175,14.796908,1.715479116,105.9327319,,75.1,1.7
2.875224,14.198863,1.646116732,101.6547251,,97.4,
2.875344,14.201038,1.646300176,101.6787835,,132.6,2.55
2.876077,14.201723,1.645959989,101.7355383,,167.9,
2.87663,14.200253,1.645473233,101.7641301,,141,2.45
2.87697,14.198532,1.645079372,101.7758511,,203,
2.878883,14.196934,1.643801201,101.8997751,,220.3,1.95
2.875166,14.197983,1.646047915,101.644324,,61.1,2.5
2.875257,14.199633,1.646187106,101.6625714,,92.5,
2.875376,14.200647,1.646236527,101.6782471,,130.6,2.6
2.876093,14.201281,1.645899605,101.7335039,,163.6,
2.876535,14.200863,1.645598263,101.7617799,,177.8,3.05
2.876745,14.198823,1.645241758,101.7620181,,190.4,
2.878629,14.196688,1.643917759,101.8800295,,206.8,2.05
2.876168,14.195157,1.645146946,101.6949371,,32.2,3.3
2.876225,14.198465,1.645497715,101.7226676,,51,
2.876317,14.199264,1.645537679,101.7348998,,67.2,2.75
2.876474,14.199739,1.645502909,101.7494099,,89.2,
2.876821,14.201218,1.645475799,101.7845607,,91.7,2.5
2.877027,14.202028,1.645451827,101.8049445,,95.7,
2.877425,14.203734,1.645421862,101.8453459,,106.6,2.9
2.876154,14.19494,1.645129804,101.6923925,,38.6,4
2.876468,14.201701,1.645733703,101.7630443,,68.1,
2.876547,14.203506,1.645897668,101.7815686,,83,3.1
2.877321,14.206092,1.645754506,101.8548903,,101.6,
2.877482,14.206043,1.645656747,101.8659378,,102.5,3
2.87772,14.206283,1.645548443,101.8845106,,106.9,
2.878498,14.209857,1.645517558,101.9652535,,119.5,3.3
2.875549,14.194215,1.645391889,101.6444232,,33.9,3
2.875551,14.197541,1.645776294,101.6683821,,48.7,
2.87581,14.199797,1.645889564,101.7028555,,54.4,3.65
2.876237,14.200867,1.645769223,101.7407253,,57.7,
2.876786,14.2019,1.645574842,101.786972,,79.1,3.25
2.876988,14.202052,1.645476913,101.8023565,,94.5,
2.877846,14.205402,1.645374353,101.8871139,,105.1,3.1
2.8717,14.208,1.64919734,101.4709477,,,
2.8758,14.204,1.646382456,101.732251,,,
2.8755,14.203,1.646438301,101.7038662,,,
2.8747,14.202,1.646780534,101.6401267,,,
2.8749,14.201,1.646550025,101.6471122,,,
2.8766,14.206,1.646156342,101.8031917,,,
2.8708,14.1982,1.648576471,101.3374091,1.6121,,
2.8721,14.2029,1.648375753,101.4627841,1.7181,,
2.8732,14.2088,1.648429161,101.5826992,1.6987,,
2.8701,14.1966,1.648792725,101.2765818,1.5249,,
2.8708,14.1982,1.648576471,101.3374091,1.6121,,
2.8721,14.2029,1.648375753,101.4627841,1.7181,,
2.8732,14.2088,1.648429161,101.5826992,1.6987,,
2.8701,14.1966,1.648792725,101.2765818,1.5249,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2.87051,14.17868,1.646476294,101.1776437,2.3,700,2
2.86937,14.18335,1.64767295,101.1305941,2.35,700,2
2.87034,14.18482,1.647286849,101.2094692,2.35,700,2
2.87047,14.19017,1.647833514,101.2568131,2.4,400,3
2.87259,14.18928,1.646514121,101.4000757,2.05,250,7.5
2.87348,14.19297,1.646432201,101.4893039,2.05,250,7.5
2.87051,14.17868,1.646476294,101.1776437,2.3,700,2
2.86937,14.18335,1.64767295,101.1305941,2.35,700,2
2.87034,14.18482,1.647286849,101.2094692,2.35,700,2
2.87047,14.19017,1.647833514,101.2568131,2.4,400,3
2.87259,14.18928,1.646514121,101.4000757,2.05,250,7.5
2.87348,14.19297,1.646432201,101.4893039,2.05,250,7.5
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2.871,14.176,1.645884129,101.1930582,,,
2.871,14.186,1.647045164,101.2644416,,,
2.8722,14.1817,1.645857995,101.3183903,,,
2.8742,14.1888,1.645536149,101.5103368,,,
2.8722,14.1817,1.645857995,101.3183903,,,
2.8742,14.1888,1.645536149,101.5103368,,,
2.87,14.188,1.647851336,101.2081776,,,
2.877,14.174,1.642219905,101.6021233,,,
2.87,14.188,1.647851336,101.2081776,,,
2.877,14.174,1.642219905,101.6021233,,,
2.87,14.188,1.647851336,101.2081776,,,
2.877,14.174,1.642219905,101.6021233,,,
2.87792,14.19937,1.644633393,101.8490875,,,
2.87778,14.20061,1.644857031,101.848072,,,
2.87764,14.20289,1.64520116,101.8545134,,,
2.87876,14.21035,1.645424882,101.9873543,,,
2.87771,14.19726,1.644509002,101.8190919,,,
2.8667,14.2136,1.652724968,101.1577623,,,
2.8676,14.2298,1.654089366,101.3366565,,,
2.8734,14.1956,1.646783137,101.5024581,,,
2.8733,14.1997,1.647316094,101.5247074,,,
2.8733,14.1999,1.647339296,101.5261373,,,
2.8761,14.2129,1.647242215,101.8172344,1.3295,,
2.8776,14.2226,1.647507182,101.9930261,1.4632,,
2.8782,14.234,1.648484006,102.1173488,1.5378,,
2.8787,14.2443,1.64939035,102.2267512,1.3965,,
,,,,,,
,,,,,,
2.8775,14.1975,1.64465682,101.805953,1.6799,,
2.8803,14.2118,1.644712935,102.106918,1.7039,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2.8702,14.1792,1.646714515,101.1595014,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2.8703,14.1829,1.647086832,101.1929495,,,
,,,,,,
2.8703,14.1836,1.647168124,101.1979439,,,
,,,,,,
2.8705,14.186,1.647332056,101.2291732,,,
,,,,,,
,,,,,,
,,,,,,
2.878,14.2196,1.646930739,101.9998635,1.75,,
2.8781,14.2214,1.647081987,102.0198645,1.82,,
2.8731,14.2124,1.648904203,101.6013639,,,
2.8756,14.22,1.648351648,101.832681,,,
2.8746,14.2212,1.649064218,101.7704555,,,
2.8755,14.2285,1.649394308,101.8864648,,,
,,,,,,
,,,,,,
2.8744,14.2139,1.648332406,101.7040613,1.318,,
2.8754,14.2142,1.64779393,101.7769871,1.346,,
2.8754,14.2206,1.648535856,101.8228126,1.383,,
2.8754,14.2207,1.648547448,101.8235286,1.281,,
2.87498,14.19225,1.645489708,101.5901356,1.36,,
2.87351,14.19538,1.646694577,101.5086566,1.39,,
2.87502,14.19832,1.646170577,101.6364137,1.42,,
2.87448,14.20837,1.647645255,101.6701519,1.44,,
2.8711,14.176,1.645826803,101.2001077,1.49,,
2.8744,14.1917,1.645757955,101.5452147,1.33,,
2.875,14.229,1.64973913,101.8546144,,,
2.873,14.231,1.651119619,101.7272495,,,
2.8722,14.2158,1.649815472,101.5620111,,,
2.8693,14.2243,1.652470405,101.4176286,,,
,,,,2.329,,4.5327
,,,,2.46,,2.5
,,,,2.122,,5
,,,,2.338,,5
2.87,14.19,1.648083624,101.2224444,1.6,,
2.87,14.18,1.646922184,101.1511107,1.07,,
2.87,14.16,1.644599303,101.0084434,0.97,,
2.87521,14.20716,1.647086648,101.7131358,,,
2.87652,14.20811,1.646446632,101.8126493,,,
2.877,14.20894,1.646268103,101.8525803,,,
2.8794,14.21707,1.645837096,102.0809573,,,
2.8696,14.206,1.650171917,101.308333,,,
2.8707,14.205,1.649423486,101.3788799,,,
2.8719,14.2064,1.648896781,101.4736536,,,
2.8778,14.2253,1.647705423,102.026569,,,
2.882,14.2272,1.645523942,102.3382583,1.575,,
2.8841,14.2339,1.645100147,102.5357166,1.541,,
2.8833,14.2337,1.645533474,102.4774013,1.532,,
2.8864,14.2381,1.644274298,102.7296249,1.497,,
2.8703,14.1902,1.647934595,101.2450339,,,
2.8722,14.1949,1.647389922,101.4126952,,,
2.8734,14.2065,1.648047609,101.5803962,,,
2.8756,14.2243,1.648850095,101.8634743,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2.869,14.1919,1.64887882,101.1654623,,,
2.869,14.1918,1.648867201,101.1647495,,,
2.8716,14.2032,1.64869759,101.4296025,,,
2.8776,14.2264,1.647947364,102.0202766,,,
2.8746,14.2129,1.648101765,101.7110586,,,
2.8761,14.2145,1.647427651,101.8286963,,,
,,,,,,
2.876,14.2191,1.648018081,101.8545662,,,
2.874635,14.186884,1.645064968,101.5273539,1.086,,
2.873081,14.186968,1.645964501,101.4182147,1.094,,
2.872607,14.189713,1.646554622,101.4043702,1.265,,
2.871737,14.190898,1.647190997,101.35142,1.288,,
,,,,,,
,,,,,,
2.865745,14.157043,1.646697223,100.6881287,,,
2.875008,14.220396,1.648736977,101.7935914,,,
2.865745,14.157043,1.646697223,100.6881287,,,
2.875008,14.220396,1.648736977,101.7935914,,,
2.8796,14.2278,1.646964856,102.1721926,1.39,,
2.8792,14.2979,1.655309345,102.6470693,1.08,,
,,,,,,
,,,,,,
,,,,,,
2.8566,14.2284,1.660295456,100.5508072,1.0388,,
2.8631,14.2214,1.655711176,100.9592272,1.4904,,
2.8746,14.2189,1.648797514,101.7539961,1.2799,,
2.8751,14.2153,1.6480934,101.7636254,1.2481,,
2.8728,14.1954,1.647103871,101.4586433,1.3,,
2.8765,14.2018,1.645726867,101.7660179,1.44,,
2.8779,14.2031,1.64507685,101.874426,1.4,,
2.8802,14.2112,1.644700599,102.0955176,1.31,,
2.87702,14.21201,1.646612351,101.8760031,,,
2.87148,14.18921,1.647142472,101.3212268,,,
2.88039,14.22417,1.646093064,102.2021789,,,
2.88033,14.22377,1.646081062,102.1950472,,,
2.854,14.165,1.654403177,99.92062644,1.21,,
2.852,14.244,1.664796634,100.3371218,1.34,,
2.855,14.234,1.661879743,100.4777308,1.32,,
2.857,14.251,1.662699802,100.7387256,1.41,,
2.87632,14.22009,1.647949463,101.8843265,1.43,,
2.87546,14.2188,1.648292795,101.8141731,1.47,,
2.87255,14.20491,1.648350768,101.5089445,1.53,,
2.87224,14.20269,1.648271036,101.4711755,1.45,,
2.87632,14.22009,1.647949463,101.8843265,1.43,,
2.87632,14.22009,1.647949463,101.8843265,1.43,,
2.87632,14.22009,1.647949463,101.8843265,1.43,,
2.87255,14.20491,1.648350768,101.5089445,1.53,,
2.87255,14.20491,1.648350768,101.5089445,1.53,,
2.87255,14.20491,1.648350768,101.5089445,1.53,,
2.874,14.193,1.646137787,101.5262539,1.78,,
2.874,14.198,1.646717699,101.5620202,1.66,,
2.874,14.198,1.646717699,101.5620202,1.53,,
2.874,14.203,1.647297611,101.5977866,1.46,,
2.874,14.193,1.646137787,101.5262539,1.78,,
2.874,14.198,1.646717699,101.5620202,1.66,,
2.874,14.198,1.646717699,101.5620202,1.53,,
2.874,14.203,1.647297611,101.5977866,1.46,,
2.874,14.193,1.646137787,101.5262539,1.78,,
2.874,14.198,1.646717699,101.5620202,1.66,,
2.874,14.198,1.646717699,101.5620202,1.53,,
2.874,14.203,1.647297611,101.5977866,1.46,,
2.874,14.186,1.64532591,101.4761811,1.38,,
2.877,14.211,1.646506778,101.8673468,1.32,,
2.877,14.194,1.644537134,101.7454874,1.15,,
2.8689,14.1852,1.648157831,101.1106532,1.43,,
2.8693,14.185,1.647904832,101.1374242,1.71,,
2.8694,14.1929,1.648765131,101.2008039,1.81,,
2.8696,14.2062,1.650195149,101.3097593,1.98,,
2.88044,14.19331,1.642493276,101.983987,1.58,,
2.88177,14.24471,1.64768065,102.4478564,1.43,,
2.88067,14.20321,1.643507702,102.0714207,1.8,,
2.87482,14.19308,1.645677526,101.584769,1.75,,
2.85096,14.22871,1.663616232,100.1563312,1.3,,
2.85135,14.23022,1.663565212,100.1943669,1.54,,
2.8544,14.25527,1.664712958,100.5855846,1.49,,
2.8597,14.1788,1.652714154,100.4178825,1.52,,
,,,,,,
,,,,,,
2.8619,14.2277,1.657139197,100.9193025,1.33,,
2.86,14.2153,1.656794872,100.697509,1.39,,
2.8648,14.2504,1.658102951,101.2852729,1.28,,
2.87255,14.19195,1.646846878,101.4163317,1.6,,
2.87304,14.19929,1.647417602,101.5034037,1.5,,
2.87319,14.20196,1.647641356,101.5330914,1.25,,
2.87296,14.20241,1.647825472,101.5200531,1.25,,
2.87435,14.19816,1.646535739,101.5879033,2.75,,
2.8741,14.19857,1.646726511,101.5731656,1.7,,
2.87441,14.20143,1.646880577,101.6155423,1.65,,
2.87484,14.20324,1.646844114,101.6589021,1.95,,
2.87472,14.20121,1.646677474,101.6358871,2,,
2.87541,14.19781,1.645888181,101.660338,3.9,,
2.87568,14.20204,1.646223966,101.7097243,3.63,,
2.87579,14.20454,1.646450772,101.7354111,2.5,,
2.87584,14.20521,1.646499805,101.7437476,2.55,,
2.87596,14.20583,1.646502965,101.7566797,2.45,,
2.87709,14.20658,1.645943181,101.8420348,3,,
2.87723,14.20602,1.645798216,101.8479316,3.93,,
2.87696,14.20722,1.646091708,101.8374192,3.6,,
2.87724,14.2094,1.646184075,101.8728721,3.87,,
2.87764,14.20968,1.645987684,101.9032072,3.73,,
2.87876,14.21261,1.645686569,102.0035742,4.4,,
2.8721,14.1791,1.645613546,101.2927615,1.38,,
2.8721,14.1791,1.645613546,101.2927615,1.38,,
2.8726,14.1873,1.646278633,101.386632,1.224,,
2.8747,14.1963,1.646119595,101.5993333,1.201,,
2.877,14.2,1.645232302,101.7884966,1.1024,,
2.8747,14.1963,1.646119595,101.5993333,1.201,,
2.8742,14.1848,1.645072252,101.4817198,1.79,,
2.8702,14.1772,1.646482243,101.1452327,1.234,,
2.8705,14.1632,1.644684434,101.0664758,1.11,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2.8808,14.2171,1.645040729,102.1804631,,,
2.8805,14.2341,1.647179309,102.2813387,,,
,,,,,,
,,,,,,
,,,,,,
2.8799,14.247,1.649015591,102.3313896,,,
,,,,,,
,,,,,,
,,,,,,
2.8754,14.2769,1.655062484,102.2259337,,,
,,,,,,
,,,,,,
,,,,,,
2.8706,14.2036,1.649318377,101.3618261,1.95,,
2.8713,14.2012,1.648637667,101.394131,1.78,,
,14.2211,,,1.804,,
,14.2218,,,1.727,,
,14.2279,,,1.688,,
,14.2333,,,1.483,,
,14.2386,,,1.34,,
2.868,14.18,1.648070665,101.0101827,,,
2.8698,14.1878,1.647942946,101.192646,,,
2.8683,14.1688,1.646596707,100.9515166,,,
2.868,14.18,1.648070665,101.0101827,,,
2.8698,14.1878,1.647942946,101.192646,,,
2.8683,14.1688,1.646596707,100.9515166,,,
2.8619,14.256,1.660435375,101.1200388,,,
2.8686,14.295,1.661089033,101.8719876,,,
2.86,14.24,1.65967366,100.8724774,,,
2.86,14.26,1.662004662,101.0141523,,,
2.8697,14.196,1.648952852,101.2440752,1.248,,
2.8685,14.1949,1.649514845,101.1515815,1.323,,
2.8694,14.1911,1.648556028,101.1879692,1.264,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2.86538,14.1651,1.647844265,100.7197704,1.36,,
2.8653,14.1791,1.649518957,100.8136866,1.34,,
2.87096,14.206,1.649390216,101.4043826,1.29,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2.87121,14.20621,1.649270981,101.423543,2.195,,
2.86898,14.19296,1.649013471,101.1716078,2.367,,
2.86885,14.21622,1.651790787,101.3282285,2.386,,
2.8688,14.19893,1.649810606,101.2014638,2.344,,
2.874,14.193,1.646137787,101.5262539,1.78,,
2.847,14.198,1.662334621,99.66272047,1.66,,
2.874,14.198,1.646717699,101.5620202,1.53,,
2.874,14.203,1.647297611,101.5977866,1.46,,
2.874,14.193,1.646717699,101.5262539,1.78,,
2.874,14.198,1.646717699,101.5620202,1.66,,
2.874,14.198,1.646717699,101.5620202,1.53,,
2.874,14.198,1.646717699,101.5620202,1.46,,
2.874,14.203,1.647297611,101.5977866,1.38,,
2.874,14.193,1.646137787,101.5262539,1.32,,
2.874,14.198,1.646717699,101.5620202,1.15,,
2.874,14.203,1.647297611,101.5977866,1.43,,
