0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
90,5,5,92.53125,101,,,,,,,,,,,,,,750,28,,,,,,,,,
90,5,5,92.53125,101,0.5,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,28,,,,,,,,,
90,5,5,92.53125,101,0.5,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,28,,,,,,,,,
90,5,5,92.53125,101,1,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,28,,,2.8703,14.1829,1.647086832,101.1929495,,,
90,5,5,92.53125,101,1,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,28,,,,,,,,,
90,5,5,92.53125,101,2,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,28,,,2.8703,14.1836,1.647168124,101.1979439,,,
90,5,5,92.53125,101,2,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,28,,,,,,,,,
90,5,5,92.53125,101,3,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,28,,,2.8705,14.186,1.647332056,101.2291732,,,
90,5,5,92.53125,101,3,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,28,,,,,,,,,
90,5,5,92.53125,101,5,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,28,,,,,,,,,
90,5,5,92.53125,101,5,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,28,,,,,,,,,
100,0,0,92.707,101,,,,,,,,,,,,450,3,700,3,,,2.878,14.2196,1.646930739,101.9998635,1.75,,
100,0,0,92.707,101,2,Cu,63.546,29,1.9,2,745.5,119,128,73,2,450,3,700,3,,,2.8781,14.2214,1.647081987,102.0198645,1.82,,
80,10,10,92.3555,105,,,,,,,,,,,,,,800,16,,5,2.8731,14.2124,1.648904203,101.6013639,,,
80,10,10,92.3555,105,0.5,Ta,180.94788,73,1.5,2,761,31,146,72,5,,,800,16,,5,2.8756,14.22,1.648351648,101.832681,,,
80,10,10,92.3555,105,0.7,Ta,180.94788,73,1.5,2,761,31,146,72,5,,,800,16,,5,2.8746,14.2212,1.649064218,101.7704555,,,
80,10,10,92.3555,105,1.3,Ta,180.94788,73,1.5,2,761,31,146,72,5,,,800,16,,5,2.8755,14.2285,1.649394308,101.8864648,,,
80,10,10,92.3555,105,0.5,Ta,180.94788,73,1.5,2,761,31,146,72,5,,,800,16,,5,,,,,,,
80,10,10,92.3555,105,0.7,Ta,180.94788,73,1.5,2,761,31,146,72,5,,,800,16,,5,,,,,,,
80,10,10,92.3555,100,,,,,,,,,,,,500,5,800,15,,,2.8744,14.2139,1.648332406,101.7040613,1.318,,
80,10,10,92.3555,100,5,Na,22.99,11,0.93,1,495.8,52.8,186,102,1,500,5,800,15,,,2.8754,14.2142,1.64779393,101.7769871,1.346,,
80,10,10,92.3555,100,10,Na,22.99,11,0.93,1,495.8,52.8,186,102,1,500,5,800,15,,3?,2.8754,14.2206,1.648535856,101.8228126,1.383,,
80,10,10,92.3555,100,15,Na,22.99,11,0.93,1,495.8,52.8,186,102,1,500,5,800,15,,,2.8754,14.2207,1.648547448,101.8235286,1.281,,
88,4,8,92.576,103,,,,,,,,,,,,500,5,750,12,,5,2.87498,14.19225,1.645489708,101.5901356,1.36,,
88,4,8,92.576,103,0.5,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,500,5,751,13,,5,2.87351,14.19538,1.646694577,101.5086566,1.39,,
88,4,8,92.576,103,0.5,Na,22.99,11,0.93,1,495.8,52.8,186,102,1,500,5,752,14,,5,2.87502,14.19832,1.646170577,101.6364137,1.42,,
88,4,8,92.576,103,,,,,,,,,,,,500,5,753,15,,5,2.87448,14.20837,1.647645255,101.6701519,1.44,,
94,0,6,92.7214,105,,,,,,,,,,,,640,15,680,15,,,2.8711,14.176,1.645826803,101.2001077,1.49,,
94,0,6,92.7214,105,0.02,Mg,24.305,12,1.31,3,737.7,0,145,72,2,640,15,680,15,,,2.8744,14.1917,1.645757955,101.5452147,1.33,,
76,14,10,92.2053,105,,,,,,,,,,,,500,10,750,20,,,2.875,14.229,1.64973913,101.8546144,,,
76,14,10,92.2053,105,1,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,500,10,750,20,,,2.873,14.231,1.651119619,101.7272495,,,
70,15,15,92.17975,103,,,,,,,,,,,,,,820,12,,,2.8722,14.2158,1.649815472,101.5620111,,,
70,15,15,92.17975,103,1.6,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,820,12,,,2.8693,14.2243,1.652470405,101.4176286,,,
92,3.6,4.4,92.58238,101,,,,,,,,,,,,,,750,10,,2,,,,,2.329,,4.5327
92,3.6,4.4,92.58238,101,1,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,10,,2,,,,,2.46,,2.5
92,3.6,4.4,92.58238,101,1,Nb,92.90638,41,1.6,1,652.1,88,146,72,5,,,770,10,,2,,,,,2.122,,5
92,3.6,4.4,92.58238,101,,,,,,,,,,,,,,770,10,,2,,,,,2.338,,5
85,5,10,92.54325,102,,,,,,,,,,,,,,760,6,,,2.87,14.19,1.648083624,101.2224444,1.6,,
85,5,10,92.54325,102,5,Nd,144.24,60,1.14,7,533.1,0,181,98,3,,,760,6,,,2.87,14.18,1.646922184,101.1511107,1.07,,
85,5,10,92.54325,102,5,Y,88.90585,39,1.22,1,600,29.6,212,90,3,,,760,6,,,2.87,14.16,1.644599303,101.0084434,0.97,,
90,10,0,92.3315,105,,,,,,,,,,,,,,770,20,,,2.87521,14.20716,1.647086648,101.7131358,,,
90,10,0,92.3315,105,0.5,Nb,92.90638,41,1.6,1,652.1,88,146,72,5,,,770,20,,,2.87652,14.20811,1.646446632,101.8126493,,,
90,10,0,92.3315,105,1,Nb,92.90638,41,1.6,1,652.1,88,146,72,5,,,770,20,,,2.877,14.20894,1.646268103,101.8525803,,,
90,10,0,92.3315,105,2,Nb,92.90638,41,1.6,1,652.1,88,146,72,5,,,770,20,,,2.8794,14.21707,1.645837096,102.0809573,,,
80,10,10,92.3555,105,,,,,,,,,,,,450,5,775,15,,2,2.8696,14.206,1.650171917,101.308333,,,
80,10,10,92.3555,105,5,Br,79.904,35,2.96,2,1139.9,324.6,120,196,7,450,5,775,15,,2,2.8707,14.205,1.649423486,101.3788799,,,
80,10,10,92.3555,105,5,Cl,35.453,17,3.16,2,1251.2,348.7,99,181,7,450,5,775,15,,2,2.8719,14.2064,1.648896781,101.4736536,,,
80,10,10,92.3555,105,5,F,18.998,9,3.98,1,1681,328,64,133,1,450,5,775,15,,2,2.8778,14.2253,1.647705423,102.026569,,,
92.5,3,4.5,92.60515,105,,,,,,,,,,,,,,750,15,,,2.882,14.2272,1.645523942,102.3382583,1.575,,
92.5,3,4.5,92.60515,105,0.4,Nb,92.90638,41,1.6,1,652.1,88,146,72,5,,,750,15,,,2.8841,14.2339,1.645100147,102.5357166,1.541,,
92.5,3,4.5,92.60515,105,2,F,18.998,9,3.98,1,1681,328,64,133,1,,,750,15,,,2.8833,14.2337,1.645533474,102.4774013,1.532,,
92.5,3,4.5,92.60515,105,,,,,,,,,,,,,,750,15,,,2.8864,14.2381,1.644274298,102.7296249,1.497,,
83,5,12,92.54805,101,,,,,,,,,,,,,,760,12,,,2.8703,14.1902,1.647934595,101.2450339,,,
83,5,12,92.54805,101,0.5,Zr,91.224,40,1.33,5,640.1,41.1,160,86,4,,,760,12,,,2.8722,14.1949,1.647389922,101.4126952,,,
83,5,12,92.54805,101,1,Zr,91.224,40,1.33,5,640.1,41.1,160,86,4,,,760,12,,,2.8734,14.2065,1.648047609,101.5803962,,,
83,5,12,92.54805,101,5,Zr,91.224,40,1.33,5,640.1,41.1,160,86,4,,,760,12,,,2.8756,14.2243,1.648850095,101.8634743,,,
80,10,10,92.3555,105,,,,,,,,,,,,,,600,5,,,,,,,,,
80,10,10,92.3555,105,3,Sr,87.62,38,0.95,4,549.5,5.03,219,132,2,,,600,5,,,,,,,,,
80,10,10,92.3555,105,,,,,,,,,,,,,,600,5,,,,,,,,,
80,10,10,92.3555,105,3,Sr,87.62,38,0.95,4,549.5,5.03,219,132,2,,,600,5,,,,,,,,,
80,10,10,92.3555,105,,,,,,,,,,,,480,6,750,15,,,2.869,14.1919,1.64887882,101.1654623,,,
80,10,10,92.3555,105,0.5,Nb,92.90638,41,1.6,1,652.1,88,146,72,5,480,6,750,15,,,2.869,14.1918,1.648867201,101.1647495,,,
80,10,10,92.3555,105,1,Nb,92.90638,41,1.6,1,652.1,88,146,72,5,480,6,750,15,,,2.8716,14.2032,1.64869759,101.4296025,,,
80,10,10,92.3555,105,3,Nb,92.90638,41,1.6,1,652.1,88,146,72,5,480,6,750,15,,,2.8776,14.2264,1.647947364,102.0202766,,,
83,6,11,92.5081,105,,,,,,,,,,,,500,4,750,12,100*10^-3,3,2.8746,14.2129,1.648101765,101.7110586,,,
83,6,11,92.5081,105,0.5,Mo,95.95,42,2.16,7,684.3,72.1,139,69,6,500,4,750,12,100*10^-3,3,2.8761,14.2145,1.647427651,101.8286963,,,
83,6,11,92.5081,105,0.5,F,18.998,9,3.98,1,1681,328,64,133,1,500,4,750,12,100*10^-3,3,,,,,,,
83,6,11,92.5081,105,,,,,,,,,,,,500,4,750,12,100*10^-3,3,2.876,14.2191,1.648018081,101.8545662,,,
88,9.5,2.5,92.356275,105,,,,,,,,,,,,,,760,16,,,2.874635,14.186884,1.645064968,101.5273539,1.086,,
88,9.5,2.5,92.356275,105,1,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,760,16,,,2.873081,14.186968,1.645964501,101.4182147,1.094,,
88,9.5,2.5,92.356275,105,2,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,760,16,,,2.872607,14.189713,1.646554622,101.4043702,1.265,,
88,9.5,2.5,92.356275,105,3,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,760,16,,,2.871737,14.190898,1.647190997,101.35142,1.288,,
80,10,10,92.3555,105,,,,,,,,,,,,500,6,850,12,,5,,,,,,,
80,10,10,92.3555,105,,,,,,,,,,,,500,6,850,12,,5,,,,,,,
80,10,10,92.3555,105,,,,,,,,,,,,450,6,750,15,,,2.865745,14.157043,1.646697223,100.6881287,,,
80,10,10,92.3555,105,,,,,,,,,,,,450,6,750,15,,,2.875008,14.220396,1.648736977,101.7935914,,,
80,10,10,92.3555,105,,,,,,,,,,,,450,6,750,15,,,2.865745,14.157043,1.646697223,100.6881287,,,
80,10,10,92.3555,105,,,,,,,,,,,,450,6,750,15,,,2.875008,14.220396,1.648736977,101.7935914,,,
92,4,4,92.5664,100,,,,,,,,,,,,,,780,10,,,2.8796,14.2278,1.646964856,102.1721926,1.39,,
92,4,4,92.5664,100,1,W,183.84,74,2.36,5,770,78.6,139,66,6,,,780,10,,,2.8792,14.2979,1.655309345,102.6470693,1.08,,
92,4,4,92.5664,100,2,W,183.84,74,2.36,5,770,78.6,139,66,6,,,780,10,,,,,,,,,
92,4,4,92.5664,100,0.5,W,183.84,74,2.36,5,770,78.6,139,66,6,,,780,10,,,,,,,,,
92,4,4,92.5664,100,0.25,W,183.84,74,2.36,5,770,78.6,139,66,6,,,780,10,,,,,,,,,
90,5,5,92.53125,105,,,,,,,,,,,,450,5,850,12,,,2.8566,14.2284,1.660295456,100.5508072,1.0388,,
90,5,5,92.53125,105,1,Mg,24.305,12,1.31,3,737.7,0,145,72,2,450,5,850,12,,,2.8631,14.2214,1.655711176,100.9592272,1.4904,,
90,5,5,92.53125,105,3,Mg,24.305,12,1.31,3,737.7,0,145,72,2,450,5,850,12,,,2.8746,14.2189,1.648797514,101.7539961,1.2799,,
90,5,5,92.53125,105,5,Mg,24.305,12,1.31,3,737.7,0,145,72,2,450,5,850,12,,,2.8751,14.2153,1.6480934,101.7636254,1.2481,,
92,6,2,92.4865,105,1,Mg,24.305,12,1.31,3,737.7,0,145,72,2,480,5,730,15,,2,2.8728,14.1954,1.647103871,101.4586433,1.3,,
92,6,2,92.4865,105,,,,,,,,,,,,480,5,730,15,,2,2.8765,14.2018,1.645726867,101.7660179,1.44,,
92,6,2,92.4865,105,,,,,,,,,,,,480,5,730,15,,2,2.8779,14.2031,1.64507685,101.874426,1.4,,
92,6,2,92.4865,105,,,,,,,,,,,,480,5,730,15,,2,2.8802,14.2112,1.644700599,102.0955176,1.31,,
90,10,0,92.3315,103,,,,,,,,,,,,,,730,12,,,2.87702,14.21201,1.646612351,101.8760031,,,
90,10,0,92.3315,103,1,Mg,24.305,12,1.31,3,737.7,0,145,72,2,,,730,12,,,2.87148,14.18921,1.647142472,101.3212268,,,
90,10,0,92.3315,103,1,Fe,55.845,26,1.83,4,762.5,15.7,126,64,3,,,730,12,,,2.88039,14.22417,1.646093064,102.2021789,,,
90,10,0,92.3315,103,,,,,,,,,,,,,,730,12,,,2.88033,14.22377,1.646081062,102.1950472,,,
18.75,62.5,18.75,90.405125,116,2.5,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,900,8,,,2.854,14.165,1.654403177,99.92062644,1.21,,
18.75,62.5,18.75,90.405125,116,,,,,,,,,,,,,,900,8,,,2.852,14.244,1.664796634,100.3371218,1.34,,
18.75,62.5,18.75,90.405125,116,,,,,,,,,,,,,,900,8,,,2.855,14.234,1.661879743,100.4777308,1.32,,
18.75,62.5,18.75,90.405125,116,,,,,,,,,,,,,,900,8,,,2.857,14.251,1.662699802,100.7387256,1.41,,
80,15,5,92.15575,106,,,,,,,,,,,,480,5,800,15,,,2.87632,14.22009,1.647949463,101.8843265,1.43,,
80,15,5,92.15575,106,1,Mg,24.305,12,1.31,3,737.7,0,145,72,2,480,5,800,15,,,2.87546,14.2188,1.648292795,101.8141731,1.47,,
80,15,5,92.15575,106,2,Mg,24.305,12,1.31,3,737.7,0,145,72,2,480,5,800,15,,,2.87255,14.20491,1.648350768,101.5089445,1.53,,
80,15,5,92.15575,106,3,Mg,24.305,12,1.31,3,737.7,0,145,72,2,480,5,800,15,,,2.87224,14.20269,1.648271036,101.4711755,1.45,,
80,15,5,92.15575,106,,,,,,,,,,,,480,5,800,15,,,2.87632,14.22009,1.647949463,101.8843265,1.43,,
80,15,5,92.15575,106,,,,,,,,,,,,480,5,800,15,,,2.87632,14.22009,1.647949463,101.8843265,1.43,,
80,15,5,92.15575,106,,,,,,,,,,,,480,5,800,15,,,2.87632,14.22009,1.647949463,101.8843265,1.43,,
80,15,5,92.15575,106,2,Mg,24.305,12,1.31,3,737.7,0,145,72,2,480,5,800,15,,,2.87255,14.20491,1.648350768,101.5089445,1.53,,
80,15,5,92.15575,106,2,Mg,24.305,12,1.31,3,737.7,0,145,72,2,480,5,800,15,,,2.87255,14.20491,1.648350768,101.5089445,1.53,,
80,15,5,92.15575,106,2,Mg,24.305,12,1.31,3,737.7,0,145,72,2,480,5,800,15,,,2.87255,14.20491,1.648350768,101.5089445,1.53,,
92,4,4,92.5664,104,,,,,,,,,,,,,,745,15,,,2.874,14.193,1.646137787,101.5262539,1.78,,
92,4,4,92.5664,104,0.1,Ta,180.94788,73,1.5,2,761,31,146,72,5,,,745,15,,,2.874,14.198,1.646717699,101.5620202,1.66,,
92,4,4,92.5664,104,0.2,Ta,180.94788,73,1.5,2,761,31,146,72,5,,,745,15,,,2.874,14.198,1.646717699,101.5620202,1.53,,
92,4,4,92.5664,104,0.3,Ta,180.94788,73,1.5,2,761,31,146,72,5,,,745,15,,,2.874,14.203,1.647297611,101.5977866,1.46,,
92,4,4,92.5664,104,,,,,,,,,,,,,,745,15,,,2.874,14.193,1.646137787,101.5262539,1.78,,
92,4,4,92.5664,104,0.1,Ta,180.94788,73,1.5,2,761,31,146,72,5,,,745,15,,,2.874,14.198,1.646717699,101.5620202,1.66,,
92,4,4,92.5664,104,0.2,Ta,180.94788,73,1.5,2,761,31,146,72,5,,,745,15,,,2.874,14.198,1.646717699,101.5620202,1.53,,
92,4,4,92.5664,104,0.3,Ta,180.94788,73,1.5,2,761,31,146,72,5,,,745,15,,,2.874,14.203,1.647297611,101.5977866,1.46,,
92,4,4,92.5664,104,,,,,,,,,,,,,,745,15,,,2.874,14.193,1.646137787,101.5262539,1.78,,
92,4,4,92.5664,104,0.1,Ta,180.94788,73,1.5,2,761,31,146,72,5,,,745,15,,,2.874,14.198,1.646717699,101.5620202,1.66,,
92,4,4,92.5664,104,0.2,Ta,180.94788,73,1.5,2,761,31,146,72,5,,,745,15,,,2.874,14.198,1.646717699,101.5620202,1.53,,
92,4,4,92.5664,104,0.3,Ta,180.94788,73,1.5,2,761,31,146,72,5,,,745,15,,,2.874,14.203,1.647297611,101.5977866,1.46,,
95,5,0,92.51925,105,,,,,,,,,,,,490,5,680,12,,,2.874,14.186,1.64532591,101.4761811,1.38,,
100,0,0,92.707,105,0.05,Mg,24.305,12,1.31,3,737.7,0,145,72,2,490,5,680,12,,,2.877,14.211,1.646506778,101.8673468,1.32,,
95,0,5,92.719,105,,,,,,,,,,,,490,5,680,12,,,2.877,14.194,1.644537134,101.7454874,1.15,,
83,6,11,92.5081,105,,,,,,,,,,,,500,5,750,15,,,2.8689,14.1852,1.648157831,101.1106532,1.43,,
83,6,11,92.5081,105,,,,,,,,,,,,500,5,750,15,,,2.8693,14.185,1.647904832,101.1374242,1.71,,
83,6,11,92.5081,105,0.5,Ti,47.867,22,1.54,5,658.8,7.6,147,74,3,500,5,750,15,,,2.8694,14.1929,1.648765131,101.2008039,1.81,,
83,6,11,92.5081,105,,,,,,,,,,,,500,5,750,15,,,2.8696,14.2062,1.650195149,101.3097593,1.98,,
100,0,0,92.707,105,,,,,,,,,,,,500,5,750,18,,,2.88044,14.19331,1.642493276,101.983987,1.58,,
100,0,0,92.707,105,5,Ti,47.867,22,1.54,5,658.8,7.6,147,74,3,500,5,750,18,,,2.88177,14.24471,1.64768065,102.4478564,1.43,,
100,0,0,92.707,105,,,,,,,,,,,,500,5,750,18,,,2.88067,14.20321,1.643507702,102.0714207,1.8,,
100,0,0,92.707,105,5,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,500,5,750,18,,,2.87482,14.19308,1.645677526,101.584769,1.75,,
67.5,16.25,16.25,92.1358125,120,,,,,,,,,,,,450,5,900,12,,,2.85096,14.22871,1.663616232,100.1563312,1.3,,
67.5,16.25,16.25,92.1358125,120,0.003,Yb,173.04,70,1.1,7,603.4,0,222,102,3,450,5,900,12,,,2.85135,14.23022,1.663565212,100.1943669,1.54,,
67.5,16.25,16.25,92.1358125,120,0.05,Yb,173.04,70,1.1,7,603.4,0,222,102,3,450,5,900,12,,,2.8544,14.25527,1.664712958,100.5855846,1.49,,
25,75,0,89.89075,120,,,,,,,,,,,,450,5,900,15,,,2.8597,14.1788,1.652714154,100.4178825,1.52,,
25,75,0,89.89075,120,0.03,S,32.065,16,2.58,4,999.6,200.4,104,184,6,450,5,900,15,,,,,,,,,
25,75,0,89.89075,120,0.03,Cd,112.41,48,1.69,8,867.8,0,161,95,2,450,5,900,15,,,,,,,,,
25,75,0,89.89075,120,,,,,,,,,,,,450,5,900,15,,,2.8619,14.2277,1.657139197,100.9193025,1.33,,
25,75,0,89.89075,120,,,,,,,,,,,,450,5,900,15,,,2.86,14.2153,1.656794872,100.697509,1.39,,
25,75,0,89.89075,120,,,,,,,,,,,,450,5,900,15,,,2.8648,14.2504,1.658102951,101.2852729,1.28,,
95,2,3,92.6391,101,1,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,680,10,,,2.87255,14.19195,1.646846878,101.4163317,1.6,,
95,2,3,92.6391,101,1,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,700,10,,,2.87304,14.19929,1.647417602,101.5034037,1.5,,
95,2,3,92.6391,101,1,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,730,10,,,2.87319,14.20196,1.647641356,101.5330914,1.25,,
95,2,3,92.6391,101,1,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,10,,,2.87296,14.20241,1.647825472,101.5200531,1.25,,
95,2,3,92.6391,101,,,,,,,,,,,,,,700,10,,,2.87435,14.19816,1.646535739,101.5879033,2.75,,
95,2,3,92.6391,101,,,,,,,,,,,,,,730,10,,,2.8741,14.19857,1.646726511,101.5731656,1.7,,
95,2,3,92.6391,101,,,,,,,,,,,,,,750,10,,,2.87441,14.20143,1.646880577,101.6155423,1.65,,
95,2,3,92.6391,101,,,,,,,,,,,,,,770,10,,,2.87484,14.20324,1.646844114,101.6589021,1.95,,
95,2,3,92.6391,101,,,,,,,,,,,,,,790,10,,,2.87472,14.20121,1.646677474,101.6358871,2,,
95,2,3,92.6391,101,,,,,,,,,,,,,,700,10,,,2.87541,14.19781,1.645888181,101.660338,3.9,,
95,2,3,92.6391,101,,,,,,,,,,,,,,730,10,,,2.87568,14.20204,1.646223966,101.7097243,3.63,,
95,2,3,92.6391,101,,,,,,,,,,,,,,750,10,,,2.87579,14.20454,1.646450772,101.7354111,2.5,,
95,2,3,92.6391,101,,,,,,,,,,,,,,770,10,,,2.87584,14.20521,1.646499805,101.7437476,2.55,,
95,2,3,92.6391,101,,,,,,,,,,,,,,790,10,,,2.87596,14.20583,1.646502965,101.7566797,2.45,,
95,2,3,92.6391,101,,,,,,,,,,,,,,810,10,,,2.87709,14.20658,1.645943181,101.8420348,3,,
95,2,3,92.6391,101,,,,,,,,,,,,,,750,10,,,2.87723,14.20602,1.645798216,101.8479316,3.93,,
95,2,3,92.6391,101,,,,,,,,,,,,,,770,10,,,2.87696,14.20722,1.646091708,101.8374192,3.6,,
95,2,3,92.6391,101,,,,,,,,,,,,,,790,10,,,2.87724,14.2094,1.646184075,101.8728721,3.87,,
95,2,3,92.6391,101,,,,,,,,,,,,,,810,10,,,2.87764,14.20968,1.645987684,101.9032072,3.73,,
95,2,3,92.6391,101,,,,,,,,,,,,,,830,10,,,2.87876,14.21261,1.645686569,102.0035742,4.4,,
80,10,10,92.3555,105,,,,,,,,,,,,,,750,20,,,2.8721,14.1791,1.645613546,101.2927615,1.38,,
80,10,10,92.3555,105,,,,,,,,,,,,,,750,20,,,2.8721,14.1791,1.645613546,101.2927615,1.38,,
80,10,10,92.3555,105,0.25,Nb,92.90638,41,1.6,1,652.1,88,146,72,5,,,750,20,,,2.8726,14.1873,1.646278633,101.386632,1.224,,
80,10,10,92.3555,105,0.5,Nb,92.90638,41,1.6,1,652.1,88,146,72,5,,,750,20,,,2.8747,14.1963,1.646119595,101.5993333,1.201,,
80,10,10,92.3555,105,1,Nb,92.90638,41,1.6,1,652.1,88,146,72,5,,,750,20,,,2.877,14.2,1.645232302,101.7884966,1.1024,,
80,10,10,92.3555,105,0.5,Nb,92.90638,41,1.6,1,652.1,88,146,72,5,,,750,20,,,2.8747,14.1963,1.646119595,101.5993333,1.201,,
94,1.5,4.5,92.661475,103,0.1,Ga,69.723,31,1.81,2,578.8,28.9,136,62,3,,,680,24,,,2.8742,14.1848,1.645072252,101.4817198,1.79,,
94,1.5,4.5,92.661475,103,0.25,Ga,69.723,31,1.81,2,578.8,28.9,136,62,3,,,680,24,,,2.8702,14.1772,1.646482243,101.1452327,1.234,,
94,1.5,4.5,92.661475,103,,,,,,,,,,,,,,680,24,,,2.8705,14.1632,1.644684434,101.0664758,1.11,,
80,10,10,92.3555,103,,,,,,,,,,,,600,6,800,12,,,,,,,,,
80,10,10,92.3555,103,2.5,Sc,44.956,21,1.36,1,633.1,18.1,162,88,3,600,6,800,12,,,,,,,,,
80,10,10,92.3555,103,5,Sc,44.956,21,1.36,1,633.1,18.1,162,88,3,600,6,800,12,,,,,,,,,
80,10,10,92.3555,103,7.5,Sc,44.956,21,1.36,1,633.1,18.1,162,88,3,600,6,800,12,,,,,,,,,
100,0,0,92.707,103,,,,,,,,,,,,,,750,15,,,2.8808,14.2171,1.645040729,102.1804631,,,
100,0,0,92.707,103,0.05,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,15,,,2.8805,14.2341,1.647179309,102.2813387,,,
100,0,0,92.707,103,0.05,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,15,,,,,,,,,
100,0,0,92.707,103,0.05,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,15,,,,,,,,,
100,0,0,92.707,103,0.05,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,15,,,,,,,,,
100,0,0,92.707,103,0.1,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,15,,,2.8799,14.247,1.649015591,102.3313896,,,
100,0,0,92.707,103,0.1,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,15,,,,,,,,,
100,0,0,92.707,103,0.1,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,15,,,,,,,,,
100,0,0,92.707,103,0.1,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,15,,,,,,,,,
100,0,0,92.707,103,0.2,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,15,,,2.8754,14.2769,1.655062484,102.2259337,,,
100,0,0,92.707,103,0.2,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,15,,,,,,,,,
100,0,0,92.707,103,0.2,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,15,,,,,,,,,
100,0,0,92.707,103,0.2,Al,26.982,13,1.61,1,577.5,41.8,118,53,3,,,750,15,,,,,,,,,
80,10,10,92.3555,105,,,,,,,,,,,,,,750,12,,,2.8706,14.2036,1.649318377,101.3618261,1.95,,
80,10,10,92.3555,105,0.1,W,183.84,74,2.36,5,770,78.6,139,66,6,,,750,12,,,2.8713,14.2012,1.648637667,101.394131,1.78,,
80,10,10,92.3555,105,,,,,,,,,,,,480,8,720,12,,,,14.2211,,,1.804,,
80,10,10,92.3555,105,2,F,18.998,9,3.98,1,1681,328,64,133,1,,,450,12,,,,14.2218,,,1.727,,
80,10,10,92.3555,105,4,F,18.998,9,3.98,1,1681,328,64,133,1,,,450,12,,,,14.2279,,,1.688,,
80,10,10,92.3555,105,6,F,18.998,9,3.98,1,1681,328,64,133,1,,,450,12,,,,14.2333,,,1.483,,
80,10,10,92.3555,105,8,F,18.998,9,3.98,1,1681,328,64,133,1,,,450,12,,,,14.2386,,,1.34,,
95,0,3,91.54034,105,,,,,,,,,,,,500,6,700,12,,,2.868,14.18,1.648070665,101.0101827,,,
95,0,3,91.54034,105,,,,,,,,,,,,500,6,700,12,,,2.8698,14.1878,1.647942946,101.192646,,,
100,0,0,92.707,105,,,,,,,,,,,,500,6,700,12,,,2.8683,14.1688,1.646596707,100.9515166,,,
95,0,3,91.54034,105,,,,,,,,,,,,500,6,700,12,,,2.868,14.18,1.648070665,101.0101827,,,
95,0,3,91.54034,105,,,,,,,,,,,,500,6,700,12,,,2.8698,14.1878,1.647942946,101.192646,,,
100,0,0,92.707,105,,,,,,,,,,,,500,6,700,12,,,2.8683,14.1688,1.646596707,100.9515166,,,
60,20,20,92.004,103,2,Cr,51.996,24,1.66,4,652.9,64.3,128,80,6,900,16,600,4,,,2.8619,14.256,1.660435375,101.1200388,,,
60,20,20,92.004,103,5,F,18.998,9,3.98,1,1681,328,64,133,1,900,16,600,4,,,2.8686,14.295,1.661089033,101.8719876,,,
16.25,67.5,16.25,90.211375,120,,,,,,,,,,,,,,850,12,0.4,10,2.86,14.24,1.65967366,100.8724774,,,
16.25,67.5,16.25,90.211375,120,1,V,50.9415,23,1.63,1,650.9,50.6,134,79,5,,,850,12,0.4,10,2.86,14.26,1.662004662,101.0141523,,,
83,5,12,92.54805,105,,,,,,,,,,,,400,4,750,10,,,2.8697,14.196,1.648952852,101.2440752,1.248,,
83,5,12,92.54805,105,,,,,,,,,,,,400,4,770,10,,,2.8685,14.1949,1.649514845,101.1515815,1.323,,
